app_id,application_date,applicant_age,annual_income,employment_length_raw,home_ownership,verification_status,loan_amount,term_months,interest_rate,purpose,grade,sub_grade,fico_score_proxy,open_credit_lines,total_credit_lines,revolving_balance,revolving_utilization_raw,delinq_2yrs,months_since_last_delinq,inquiries_last_6mo,public_records,monthly_debt_payments,loan_status,emp_length_years,revol_util_clean,monthly_income,dti_engineering,dti_engineered,bureau_num_accounts,bureau_active_accounts,bureau_total_credit_limit,bureau_total_current_balance,bureau_max_months_past_due,bureau_avg_account_age,target
APP204505,2022-12-29,41,55700.0,7 years,MORTGAGE,Not Verified,1000.0,36,14.63,major_purchase,C,C2,674.0,11,,8340.89,56.0%,0,,0,0,1200.81,Fully Paid,7.0,56.0,4641.666666666667,0.2587023338760425,0.2587023338760425,4.0,2.0,23175.16,10482.1,0.0,82.25,0
APP204506,2022-05-22,31,37400.0,< 1 year,RENT,Source Verified,16800.0,60,15.11,credit_card,C,C3,704.0,9,17.0,1047.97,33.8,1,,1,0,1154.51,Fully Paid,0.5,33.8,3116.6666666666665,0.3704310159239259,0.3704310159239259,7.0,6.0,78899.55,30992.86,11.0,77.0,0
APP204507,2023-07-02,33,57300.0,2 years,RENT,Not Verified,8200.0,36,14.58,home_improvement,C,C4,717.0,12,14.0,2509.87,60.3,0,42.0,0,0,1111.48,Fully Paid,2.0,60.3,4775.0,0.23277068057952446,0.23277068057952446,3.0,1.0,41950.869999999995,22463.84,0.0,85.66666666666667,0
APP204508,2024-09-30,45,52200.0,3 years,OWN,Verified,15100.0,60,8.23,debt_consolidation,A,A3,666.0,10,14.0,1264.6,59.6,0,,0,0,645.43,Fully Paid,3.0,59.6,4350.0,0.148374712609569,0.148374712609569,1.0,1.0,200.0,33.6,0.0,116.0,0
APP204509,10/07/2021,45,46100.0,2 years,MORTGAGE,Not Verified,7400.0,36,12.01,debt_consolidation,B,B4,673.0,11,16.0,7302.59,93.0%,0,37.0,2,0,625.97,Fully Paid,2.0,93.0,3841.6666666666665,0.16294229930682633,0.16294229930682633,6.0,4.0,47110.43,20407.95,5.0,101.5,0
APP204510,2021-06-01,24,16800.0,4 years,RENT,Source Verified,29900.0,36,18.96,home_improvement,D,D1,629.0,11,19.0,2860.73,36.0,1,43.0,0,0,526.88,Fully Paid,4.0,36.0,1400.0,0.3763428568740408,0.3763428568740408,6.0,5.0,48981.17,19569.91,2.0,100.83333333333333,0
APP204511,2021-07-06,34,61200.0,8 years,RENT,Verified,10000.0,36,10.61,debt_consolidation,B,B4,667.0,12,13.0,15398.2,76.1%,0,,1,0,604.68,Fully Paid,8.0,76.1,5100.0,0.11856470585910495,0.11856470585910495,5.0,4.0,72970.70999999999,39680.270000000004,1.0,90.2,0
APP204512,2023-05-23,47,70300.0,10+ years,MORTGAGE,Not Verified,1000.0,36,11.78,moving,B,B4,713.0,5,11.0,2204.48,,1,,0,0,1430.13,Fully Paid,10.0,,5858.333333333333,0.24411891887724857,0.24411891887724857,3.0,2.0,20012.61,7314.880000000001,4.0,71.0,0
APP204515,2024-03-20,64,34000.0,4 years,MORTGAGE,Verified,16500.0,36,8.95,credit_card,B,B3,745.0,10,16.0,26056.28,,0,,2,0,239.48,Fully Paid,4.0,,2833.3333333333335,0.08452235291134505,0.08452235291134505,2.0,1.0,23521.32,7420.900000000001,2.0,62.5,0
APP204516,05/01/2021,46,104200.0,3 years,OWN,Source Verified,12900.0,36,7.18,major_purchase,A,A2,714.0,10,14.0,6601.47,88.6,0,,1,0,2726.72,Fully Paid,3.0,88.6,8683.333333333334,0.3140176583131649,0.3140176583131649,4.0,3.0,41315.72,14293.130000000001,0.0,118.5,0
APP204518,02/14/2021,38,34600.0,8 years,MORTGAGE,Not Verified,27300.0,60,12.32,debt_consolidation,C,C1,708.0,11,15.0,6122.39,84.6%,0,,3,0,1138.29,Fully Paid,8.0,84.6,2883.3333333333335,0.3947826588226187,0.3947826588226187,2.0,1.0,30576.620000000003,16799.96,4.0,32.5,0
APP204519,2024-08-20,36,21500.0,3 years,MORTGAGE,Source Verified,17900.0,36,15.63,car,C,C5,663.0,6,10.0,2128.72,106.5,0,,1,0,283.65,Fully Paid,3.0,106.5,1791.6666666666667,0.15831627898140485,0.15831627898140485,3.0,3.0,28334.120000000003,14677.260000000002,2.0,107.0,0
APP204520,2024-05-16,42,58500.0,2 years,RENT,Verified,1000.0,60,9.82,credit_card,B,B4,680.0,7,14.0,13029.72,108.0,0,,1,1,1191.26,Fully Paid,2.0,108.0,4875.0,0.24436102559090028,0.24436102559090028,4.0,2.0,32397.519999999997,15078.529999999999,2.0,78.0,0
APP204524,10/20/2022,41,79400.0,6 years,MORTGAGE,Not Verified,30800.0,36,10.62,medical,A,A4,749.0,11,15.0,1279.05,,0,,0,0,1714.41,Fully Paid,6.0,,6616.666666666667,0.25910478585504715,0.25910478585504715,3.0,2.0,27240.85,11747.25,0.0,126.33333333333333,0
APP204525,2021-05-22,27,72900.0,7 years,MORTGAGE,Verified,8500.0,36,21.08,moving,E,E4,689.0,8,10.0,1258.66,0.61,2,71.0,1,0,1900.47,Charged Off,7.0,0.61,6075.0,0.3128345678497392,0.3128345678497392,2.0,2.0,8874.35,2011.8000000000002,0.0,67.0,1
APP204526,2021-04-09,31,40500.0,4 years,OWN,Source Verified,14300.0,60,12.75,home_improvement,B,B2,715.0,7,12.0,17671.17,64.2,1,,0,0,1168.7,Fully Paid,4.0,64.2,3375.0,0.3462814813788796,0.3462814813788796,3.0,1.0,6383.76,3416.07,11.0,102.33333333333333,0
APP204527,12/14/2023,40,21200.0,8 years,RENT,Source Verified,16500.0,36,8.8,credit_card,B,B2,692.0,17,18.0,18457.36,78.5,0,,0,0,404.25,Fully Paid,8.0,78.5,1766.6666666666667,0.22882075458745993,0.22882075458745993,5.0,5.0,59282.71,38808.29,1.0,93.6,0
APP204528,2023-09-23,32,49100.0,2 years,MORTGAGE,Verified,1000.0,36,9.57,credit_card,A,A3,793.0,15,17.0,2486.28,23.5%,0,,0,0,528.34,Fully Paid,2.0,23.5,4091.6666666666665,0.12912586554888983,0.12912586554888983,4.0,4.0,41336.240000000005,21133.7,5.0,58.5,0
APP204529,2023-11-27,43,132000.0,1 year,RENT,Not Verified,24000.0,36,20.04,debt_consolidation,D,D5,680.0,17,22.0,3591.14,92.4,1,,2,0,2597.54,Fully Paid,1.0,92.4,11000.0,0.23613999997853272,0.23613999997853272,4.0,3.0,11195.77,3401.63,0.0,58.5,0
APP204530,03/03/2022,26,70600.0,1 year,RENT,Source Verified,5400.0,36,15.55,debt_consolidation,C,C5,649.0,6,8.0,16842.65,,0,55.0,1,0,302.29,Fully Paid,1.0,,5883.333333333333,0.05138073653517608,0.05138073653517608,3.0,1.0,14681.38,5935.450000000001,0.0,123.33333333333333,0
APP204531,10/06/2023,53,80400.0,2 years,RENT,Not Verified,29400.0,36,10.68,small_business,C,C1,670.0,13,17.0,16721.47,73.8%,1,27.0,3,0,1869.21,Fully Paid,2.0,73.8,6700.0,0.27898656712253933,0.27898656712253933,5.0,4.0,59609.9,37099.83,0.0,90.2,0
APP204534,2023-10-07,34,52800.0,< 1 year,RENT,Not Verified,25200.0,36,14.63,medical,D,D2,660.0,10,14.0,2788.01,43.3,1,,4,0,877.59,Charged Off,0.5,43.3,4400.0,0.19945227268194266,0.19945227268194266,5.0,4.0,24864.63,9458.02,0.0,111.8,1
APP204536,2023-12-21,43,30000.0,2 years,MORTGAGE,Verified,19700.0,60,13.01,credit_card,B,B5,704.0,9,14.0,14029.44,48.5,1,,1,0,806.06,Fully Paid,2.0,48.5,2500.0,0.3224239998710304,0.3224239998710304,3.0,2.0,25092.01,3781.45,9.0,139.0,0
APP204537,2024-08-10,35,61700.0,6 years,RENT,Source Verified,21400.0,60,9.24,small_business,B,B1,649.0,10,18.0,7906.15,112.8,0,,0,0,980.44,Fully Paid,6.0,112.8,5141.666666666667,0.19068525117847288,0.19068525117847288,4.0,4.0,25863.989999999998,10749.55,1.0,84.75,0
APP204538,2022-11-21,53,57700.0,3 years,MORTGAGE,Source Verified,22900.0,36,15.3,home_improvement,D,D5,740.0,10,15.0,12617.41,0.546,1,,1,0,1331.97,Fully Paid,3.0,0.546,4808.333333333333,0.2770128248990615,0.2770128248990615,3.0,1.0,24593.24,7572.52,11.0,85.0,0
APP204539,05/28/2024,36,50800.0,8 years,RENT,Verified,12500.0,36,9.79,debt_consolidation,B,B3,728.0,13,15.0,5627.54,65.4,1,,2,0,810.79,Fully Paid,8.0,65.4,4233.333333333333,0.1915251968051515,0.1915251968051515,1.0,0.0,1935.09,779.72,1.0,44.0,0
APP204541,10/21/2021,21,35700.0,4 years,RENT,Source Verified,1000.0,60,9.38,debt_consolidation,B,B2,730.0,5,8.0,9049.84,0.564,0,,2,0,451.98,Fully Paid,4.0,0.564,2975.0,0.1519260503691005,0.1519260503691005,4.0,3.0,26577.9,7104.68,0.0,93.5,0
APP204542,2022-08-30,24,57800.0,,MORTGAGE,Not Verified,11600.0,36,11.16,debt_consolidation,C,C1,672.0,13,18.0,27645.55,52.7%,0,,2,0,373.94,Fully Paid,,52.7,4816.666666666667,0.07763460206000665,0.07763460206000665,3.0,2.0,6217.719999999999,3135.03,11.0,99.0,0
APP204543,10/15/2021,50,115000.0,8 years,MORTGAGE,Source Verified,13000.0,36,14.38,small_business,C,C3,673.0,8,12.0,18041.98,33.8,1,50.0,1,0,2335.7,Fully Paid,8.0,33.8,9583.333333333334,0.2437252173658721,0.2437252173658721,4.0,3.0,19621.98,5419.110000000001,0.0,51.75,0
APP204544,01/23/2021,36,32100.0,2 years,RENT,Source Verified,20400.0,36,16.27,credit_card,C,C4,740.0,10,15.0,11397.76,70.8,1,,2,0,510.33,Fully Paid,2.0,70.8,2675.0,0.19077757002213924,0.19077757002213924,4.0,2.0,19005.0,6206.599999999999,0.0,93.25,0
APP204546,07/07/2021,24,57300.0,8 years,RENT,Source Verified,8300.0,36,15.21,car,C,C4,699.0,11,16.0,4014.2,0.677,0,,1,0,741.85,Fully Paid,8.0,0.677,4775.0,0.15536125651196622,0.15536125651196622,2.0,1.0,17168.16,15211.7,0.0,57.5,0
APP204547,12/05/2022,35,70600.0,10+ years,RENT,Not Verified,23100.0,60,10.41,other,B,B4,704.0,17,22.0,9399.26,66.6,1,,0,0,1128.01,Fully Paid,10.0,66.6,5883.333333333333,0.19172974500990428,0.19172974500990428,2.0,1.0,8209.32,6284.16,10.0,105.0,0
APP204548,2021-02-25,33,27000.0,3 years,OWN,Source Verified,16400.0,36,14.23,moving,C,C5,657.0,6,11.0,2430.16,49.2%,1,,1,0,854.33,Fully Paid,3.0,49.2,2250.0,0.3797022220534657,0.3797022220534657,1.0,0.0,1624.56,944.28,0.0,89.0,0
APP204550,2022-05-14,26,47700.0,,RENT,Not Verified,21400.0,36,7.76,major_purchase,A,A2,722.0,5,10.0,2185.58,55.7%,0,,1,0,1325.25,Fully Paid,,55.7,3975.0,0.33339622633122107,0.33339622633122107,2.0,2.0,10593.88,1152.77,0.0,144.5,0
APP204551,07/12/2021,43,37800.0,10+ years,RENT,Not Verified,10800.0,60,9.59,major_purchase,B,B5,660.0,9,13.0,3098.46,54.5,1,,2,0,612.6,Fully Paid,10.0,54.5,3150.0,0.19447619041445202,0.19447619041445202,5.0,5.0,22433.88,8285.56,6.0,69.8,0
APP204552,08/26/2024,26,79900.0,7 years,RENT,Verified,1000.0,36,10.72,debt_consolidation,B,B4,662.0,5,7.0,6366.21,78.1,0,,1,0,1834.47,Fully Paid,7.0,78.1,6658.333333333333,0.2755148935756423,0.2755148935756423,3.0,3.0,14873.57,5588.06,2.0,92.66666666666667,0
APP204553,2024-09-17,35,115400.0,< 1 year,OWN,Source Verified,12600.0,60,27.49,debt_consolidation,F,F5,590.0,18,21.0,1182.46,,1,12.0,4,0,1457.91,Fully Paid,0.5,,9616.666666666666,0.1516024263273897,0.1516024263273897,3.0,2.0,37013.73,16534.82,0.0,85.66666666666667,0
APP204554,2022-08-18,41,81600.0,3 years,RENT,Not Verified,8800.0,36,16.79,debt_consolidation,D,D2,666.0,12,16.0,1967.87,52.4,1,,0,1,1624.9,Fully Paid,3.0,52.4,6800.0,0.2389558823178006,0.2389558823178006,2.0,2.0,58882.740000000005,14279.970000000001,0.0,58.5,0
APP204555,06/17/2021,45,46300.0,2 years,RENT,Source Verified,13700.0,36,11.25,credit_card,B,B1,712.0,6,8.0,11849.29,,0,,0,0,1217.48,Fully Paid,2.0,,3858.3333333333335,0.3155455722724288,0.3155455722724288,2.0,1.0,12510.69,2671.5299999999997,0.0,65.5,0
APP204556,2022-04-03,21,106200.0,6 years,MORTGAGE,Not Verified,1000.0,36,22.25,medical,E,E5,664.0,10,16.0,29514.28,66.4%,2,32.0,2,0,822.39,Charged Off,6.0,66.4,8850.0,0.09292542371831351,0.09292542371831351,4.0,2.0,14023.18,5076.09,1.0,59.75,1
APP204557,2024-11-29,42,62700.0,1 year,RENT,Source Verified,26800.0,36,13.04,debt_consolidation,B,B3,721.0,9,15.0,7507.89,26.3,1,,0,0,954.82,Fully Paid,1.0,26.3,5225.0,0.18274066982148504,0.18274066982148504,6.0,4.0,66140.4,30395.550000000003,0.0,90.16666666666667,0
APP204558,2023-11-02,44,81800.0,5 years,RENT,Verified,4200.0,36,18.3,major_purchase,D,D2,672.0,12,12.0,2332.08,,0,,3,0,2210.5,Fully Paid,5.0,,6816.666666666667,0.3242787285587855,0.3242787285587855,2.0,2.0,28424.480000000003,13202.210000000001,0.0,61.5,0
APP204559,05/25/2023,30,38300.0,8 years,MORTGAGE,Not Verified,23800.0,36,8.86,debt_consolidation,A,A5,671.0,8,15.0,5926.87,0.095,0,12.0,0,0,1110.17,Fully Paid,8.0,0.095,3191.6666666666665,0.3478339424497649,0.3478339424497649,2.0,2.0,17285.67,9857.33,0.0,121.5,0
APP204562,2023-07-13,48,132700.0,2 years,MORTGAGE,Not Verified,6700.0,36,15.57,medical,C,C5,733.0,12,16.0,7948.49,,2,,0,0,2651.12,Fully Paid,2.0,,11058.333333333334,0.2397395629022089,0.2397395629022089,3.0,2.0,18112.01,10204.44,0.0,102.33333333333333,0
APP204563,10/11/2023,51,58200.0,4 years,MORTGAGE,Not Verified,19200.0,36,16.99,home_improvement,C,C3,642.0,2,5.0,25525.7,1.096,0,,1,0,1209.59,Fully Paid,4.0,1.096,4850.0,0.24939999994857728,0.24939999994857728,1.0,1.0,7447.43,3623.94,0.0,95.0,0
APP204564,01/09/2024,36,75400.0,10+ years,OWN,Source Verified,21200.0,36,14.33,small_business,C,C4,724.0,6,10.0,3753.01,0.678,0,,1,0,1020.19,Fully Paid,10.0,0.678,6283.333333333333,0.16236445620758125,0.16236445620758125,2.0,1.0,11963.970000000001,5877.2699999999995,0.0,98.0,0
APP204565,08/21/2022,35,60400.0,8 years,RENT,Verified,13400.0,60,13.91,other,B,B5,635.0,11,16.0,1396.95,,0,,0,1,696.41,Fully Paid,8.0,,5033.333333333333,0.13835960262151795,0.13835960262151795,6.0,6.0,39831.82,18300.55,0.0,73.0,0
APP204567,2021-02-20,32,42700.0,< 1 year,MORTGAGE,Verified,27900.0,60,13.11,credit_card,B,B1,684.0,8,12.0,7353.2,19.9%,0,,0,0,1074.8,Fully Paid,0.5,19.9,3558.3333333333335,0.30205152216335784,0.30205152216335784,3.0,2.0,15693.849999999999,6766.93,2.0,83.66666666666667,0
APP204568,10/04/2024,26,80600.0,8 years,MORTGAGE,Not Verified,22600.0,60,20.47,vacation,E,E2,612.0,8,12.0,9769.99,77.9,0,,0,1,2244.2,Fully Paid,8.0,77.9,6716.666666666667,0.3341240694291626,0.3341240694291626,4.0,4.0,32707.64,7723.46,0.0,79.75,0
APP204569,2023-10-03,39,67400.0,4 years,OWN,Not Verified,14300.0,36,8.82,home_improvement,A,A2,726.0,7,13.0,12743.24,107.9,0,,1,0,1169.06,Fully Paid,4.0,107.9,5616.666666666667,0.20814124625374336,0.20814124625374336,4.0,3.0,26180.98,13930.56,0.0,91.5,0
APP204571,2023-02-01,48,29300.0,10+ years,RENT,Not Verified,23200.0,60,13.88,major_purchase,C,C2,616.0,7,12.0,9530.87,59.0%,0,,1,0,246.03,Fully Paid,10.0,59.0,2441.6666666666665,0.10076313989047245,0.10076313989047245,4.0,2.0,16188.1,8965.380000000001,0.0,79.0,0
APP204572,2022-04-26,35,56100.0,6 years,OWN,Not Verified,38300.0,36,12.94,small_business,C,C3,642.0,10,15.0,2875.55,,0,,1,1,1346.95,Charged Off,6.0,,4675.0,0.28811764699719405,0.28811764699719405,4.0,3.0,25591.620000000003,16535.46,0.0,98.75,1
APP204573,2022-03-06,38,59300.0,6 years,MORTGAGE,Not Verified,16400.0,36,10.58,medical,B,B3,717.0,9,10.0,2695.03,42.1,1,,0,0,741.55,Fully Paid,6.0,42.1,4941.666666666667,0.1500607082327027,0.1500607082327027,4.0,4.0,35264.89,9491.81,0.0,31.0,0
APP204574,2021-10-08,41,85500.0,10+ years,MORTGAGE,Not Verified,30600.0,60,17.34,major_purchase,D,D5,678.0,9,12.0,2880.6,65.7%,0,,3,0,1282.44,Fully Paid,10.0,65.7,7125.0,0.17999157892210643,0.17999157892210643,7.0,5.0,25660.61,8525.37,0.0,108.0,0
APP204575,2021-03-16,62,,,OWN,Verified,14500.0,60,15.25,home_improvement,C,C2,676.0,6,12.0,15810.3,85.1,0,,2,0,1795.13,Fully Paid,,85.1,,,,5.0,5.0,57088.770000000004,43154.95,0.0,70.2,0
APP204576,2021-08-16,47,42800.0,7 years,RENT,Not Verified,15900.0,60,11.51,home_improvement,B,B3,698.0,12,15.0,8099.49,19.1,0,,0,0,1511.88,Fully Paid,7.0,19.1,3566.6666666666665,0.4238915886661987,0.4238915886661987,2.0,2.0,16959.38,9972.47,0.0,69.0,0
APP204577,2022-03-13,21,57700.0,4 years,RENT,Not Verified,13000.0,36,11.3,credit_card,B,B4,694.0,5,8.0,26474.74,0.694,2,56.0,0,0,549.92,Fully Paid,4.0,0.694,4808.333333333333,0.11436811089475879,0.11436811089475879,3.0,2.0,50941.0,26554.85,1.0,139.33333333333334,0
APP204578,2021-10-31,46,73000.0,5 years,MORTGAGE,Not Verified,19200.0,36,16.79,home_improvement,D,D3,646.0,10,,6630.55,0.418,2,,3,0,1276.52,Fully Paid,5.0,0.418,6083.333333333333,0.20983890407509498,0.20983890407509498,1.0,1.0,9560.52,6808.68,0.0,28.0,0
APP204579,2022-11-15,40,101900.0,10+ years,OWN,Verified,7500.0,36,6.17,credit_card,A,A1,671.0,10,12.0,2629.44,56.6,0,,0,0,2394.42,Fully Paid,10.0,56.6,8491.666666666666,0.2819729145889728,0.2819729145889728,3.0,3.0,14098.6,9579.78,0.0,75.66666666666667,0
APP204581,2022-11-18,41,42700.0,10+ years,MORTGAGE,Source Verified,11000.0,36,10.71,credit_card,A,A4,673.0,15,20.0,8718.38,46.7,0,,0,0,659.24,Fully Paid,10.0,46.7,3558.3333333333335,0.18526651048657616,0.18526651048657616,3.0,2.0,29148.48,11848.42,0.0,92.33333333333333,0
APP204582,2021-11-21,21,86900.0,10+ years,MORTGAGE,Verified,13900.0,36,7.98,small_business,A,A1,694.0,8,14.0,1804.82,73.5,0,,0,1,1289.93,Fully Paid,10.0,73.5,7241.666666666667,0.17812612195468913,0.17812612195468913,4.0,4.0,20477.87,14123.16,2.0,30.25,0
APP204583,2021-12-21,34,45800.0,< 1 year,MORTGAGE,Verified,26600.0,36,11.98,medical,A,A4,659.0,10,11.0,12190.59,80.6%,0,57.0,1,0,347.89,Fully Paid,0.5,80.6,3816.6666666666665,0.0911502183167292,0.0911502183167292,7.0,5.0,55375.96,37247.76,6.0,81.28571428571429,0
APP204585,2023-05-29,33,52100.0,3 years,RENT,Source Verified,21400.0,36,8.5,debt_consolidation,A,A4,625.0,6,11.0,1309.73,0.169,0,,0,0,1506.3,Fully Paid,3.0,0.169,4341.666666666667,0.3469404989603975,0.3469404989603975,1.0,1.0,16361.91,12064.24,0.0,26.0,0
APP204586,2024-02-03,48,28700.0,5 years,OWN,Not Verified,18900.0,36,14.85,home_improvement,C,C3,701.0,17,20.0,698.87,42.3,0,,1,0,142.5,Fully Paid,5.0,42.3,2391.6666666666665,0.059581881508188765,0.059581881508188765,0.0,0.0,0.0,0.0,0.0,0.0,0
APP204588,2021-06-08,40,52000.0,7 years,OWN,Verified,16900.0,36,7.66,debt_consolidation,B,B3,646.0,8,14.0,4112.98,85.6,0,,1,0,1321.93,Fully Paid,7.0,85.6,4333.333333333333,0.3050607691603706,0.3050607691603706,5.0,5.0,20931.989999999998,7245.900000000001,0.0,73.2,0
APP204589,2024-06-30,27,79300.0,10+ years,MORTGAGE,Source Verified,1000.0,60,11.22,credit_card,B,B5,678.0,6,10.0,12303.94,54.3,0,43.0,0,0,679.53,Fully Paid,10.0,54.3,6608.333333333333,0.10282925597435118,0.10282925597435118,1.0,1.0,11001.98,6174.72,1.0,100.0,0
APP204590,2022-05-09,39,47200.0,6 years,MORTGAGE,Source Verified,25200.0,60,11.44,debt_consolidation,B,B4,653.0,8,11.0,10514.78,30.4,0,,1,0,514.99,Fully Paid,6.0,30.4,3933.3333333333335,0.13092966098366196,0.13092966098366196,1.0,1.0,7846.56,4081.08,0.0,88.0,0
APP204591,09/09/2023,38,20200.0,10+ years,MORTGAGE,Not Verified,26200.0,36,10.58,home_improvement,B,B4,648.0,3,7.0,3835.54,45.9%,0,,1,0,0.0,Fully Paid,10.0,45.9,1683.3333333333333,0.0,0.0,4.0,4.0,25555.129999999997,10617.24,5.0,34.75,0
APP204592,2024-10-28,21,46500.0,5 years,RENT,Source Verified,12300.0,36,21.3,debt_consolidation,D,D5,694.0,8,9.0,1183.58,35.1,0,,0,0,303.17,Fully Paid,5.0,35.1,3875.0,0.07823741933464841,0.07823741933464841,2.0,1.0,4698.13,3065.0299999999997,0.0,51.0,0
APP204593,05/15/2021,32,36900.0,6 years,MORTGAGE,Not Verified,16500.0,60,9.37,home_improvement,A,A5,707.0,13,19.0,12004.58,0.034,1,,0,0,903.25,Fully Paid,6.0,0.034,3075.0,0.29373983730284886,0.29373983730284886,4.0,3.0,11520.300000000001,7459.53,0.0,116.0,0
APP204594,03/07/2022,44,74900.0,1 year,MORTGAGE,Not Verified,22000.0,60,21.43,credit_card,E,E3,671.0,8,18.0,8475.33,,0,,1,0,2147.37,Charged Off,1.0,,6241.666666666667,0.3440379171678443,0.3440379171678443,4.0,4.0,20850.09,5658.68,2.0,76.5,1
APP204595,10/21/2024,45,999999.0,10+ years,RENT,Not Verified,21500.0,60,7.08,car,A,A1,723.0,15,17.0,11748.55,,0,,1,0,583.27,Fully Paid,10.0,,83333.25,0.006999246999163008,0.006999246999163008,3.0,2.0,18663.54,5284.95,2.0,48.333333333333336,0
APP204596,2022-11-27,40,17900.0,10+ years,OWN,Verified,9200.0,60,18.56,small_business,D,D4,652.0,7,11.0,4039.72,66.2%,0,,2,0,528.42,Fully Paid,10.0,66.2,1491.6666666666667,0.35424804445525265,0.35424804445525265,2.0,2.0,15804.56,2595.55,2.0,63.5,0
APP204597,2021-09-21,38,,5 years,RENT,Not Verified,6500.0,36,10.31,debt_consolidation,A,A2,677.0,10,13.0,850.19,22.3,0,,1,0,504.34,Fully Paid,5.0,22.3,,,,2.0,1.0,10192.09,2291.7799999999997,1.0,27.0,0
APP204598,2024-03-21,37,44600.0,10+ years,RENT,Not Verified,7700.0,36,10.89,medical,B,B3,691.0,6,11.0,710.17,0.863,0,19.0,1,0,772.15,Fully Paid,10.0,0.863,3716.6666666666665,0.2077533631728018,0.2077533631728018,3.0,1.0,17926.82,6135.039999999999,0.0,105.66666666666667,0
APP204599,2021-10-24,59,42600.0,,MORTGAGE,Verified,22500.0,36,7.62,vacation,A,A2,711.0,10,13.0,16822.38,31.8,0,,0,0,984.76,Fully Paid,,31.8,3550.0,0.2773971830204515,0.2773971830204515,1.0,1.0,9465.56,7074.93,0.0,56.0,0
APP204602,2023-09-23,38,53600.0,10+ years,OWN,Source Verified,23000.0,36,10.39,home_improvement,A,A3,687.0,5,10.0,3596.34,53.4,0,,0,0,1047.66,Fully Paid,10.0,53.4,4466.666666666667,0.23455074621614533,0.23455074621614533,5.0,3.0,19905.02,9939.04,2.0,88.8,0
APP204603,2022-01-08,54,39700.0,1 year,RENT,Not Verified,2000.0,36,14.78,credit_card,C,C2,630.0,7,11.0,1033.83,115.9,0,,1,0,1106.68,Fully Paid,1.0,115.9,3308.3333333333335,0.33451284624649485,0.33451284624649485,7.0,4.0,27575.14,12428.960000000001,8.0,116.57142857142857,0
APP204604,2023-01-13,39,72800.0,7 years,RENT,Source Verified,1500.0,60,9.1,other,A,A5,729.0,13,14.0,26202.96,51.4%,0,,1,0,985.53,Fully Paid,7.0,51.4,6066.666666666667,0.16244999997322251,0.16244999997322251,2.0,2.0,15811.4,11803.22,0.0,72.5,0
APP204605,2022-07-06,36,99200.0,10+ years,RENT,Not Verified,21500.0,36,11.45,debt_consolidation,B,B4,655.0,8,15.0,1373.35,113.1,0,,2,0,1381.94,Fully Paid,10.0,113.1,8266.666666666666,0.1671701612701004,0.1671701612701004,2.0,2.0,4871.0199999999995,2691.08,0.0,74.0,0
APP204606,2022-01-14,69,68300.0,4 years,MORTGAGE,Verified,7800.0,36,21.8,debt_consolidation,F,F2,674.0,11,21.0,992.93,104.5,2,18.0,0,0,1897.64,Fully Paid,4.0,104.5,5691.666666666667,0.3334067349341013,0.3334067349341013,1.0,1.0,4132.38,1805.02,0.0,91.0,0
APP204607,2024-08-18,43,69500.0,2 years,MORTGAGE,Verified,21600.0,36,9.03,home_improvement,B,B2,692.0,8,15.0,15210.78,48.7,0,,0,0,1253.57,Fully Paid,2.0,48.7,5791.666666666667,0.21644374096982263,0.21644374096982263,1.0,0.0,9201.54,2533.88,0.0,119.0,0
APP204608,2022-07-03,54,24100.0,< 1 year,MORTGAGE,Not Verified,9900.0,36,16.72,debt_consolidation,C,C4,624.0,11,14.0,1766.74,83.9,1,,3,0,338.35,Fully Paid,0.5,83.9,2008.3333333333333,0.16847302896175617,0.16847302896175617,2.0,1.0,7149.67,3847.82,0.0,45.5,0
APP204609,2021-09-30,36,51100.0,< 1 year,RENT,Not Verified,13700.0,36,17.98,home_improvement,D,D5,634.0,8,17.0,6436.88,68.1,0,,1,0,1260.13,Fully Paid,0.5,68.1,4258.333333333333,0.2959209392651458,0.2959209392651458,1.0,1.0,5821.95,4620.13,0.0,108.0,0
APP204610,2021-12-26,48,24200.0,2 years,RENT,Not Verified,24900.0,36,21.3,credit_card,E,E4,700.0,7,14.0,658.45,46.4%,0,16.0,1,0,879.37,Fully Paid,2.0,46.4,2016.6666666666667,0.4360512394531977,0.4360512394531977,6.0,5.0,56961.86,28077.0,2.0,81.5,0
APP204611,2021-11-26,39,140300.0,9 years,MORTGAGE,Source Verified,15100.0,60,28.79,debt_consolidation,G,G3,629.0,7,12.0,7523.21,68.2%,1,6.0,0,0,3410.62,Charged Off,9.0,68.2,11691.666666666666,0.2917137562116852,0.2917137562116852,3.0,1.0,7129.82,2381.66,0.0,114.0,1
APP204612,2021-06-28,39,90900.0,1 year,MORTGAGE,Source Verified,11900.0,36,21.93,medical,E,E3,617.0,7,12.0,1092.87,50.8,0,,1,0,1202.45,Fully Paid,1.0,50.8,7575.0,0.15873927390643705,0.15873927390643705,1.0,1.0,760.1,650.52,0.0,12.0,0
APP204614,2024-11-05,54,25700.0,7 years,RENT,Source Verified,16200.0,36,15.01,car,C,C1,611.0,8,11.0,6068.17,24.5,0,,0,0,90.53,Fully Paid,7.0,24.5,2141.6666666666665,0.042270817100885226,0.042270817100885226,5.0,4.0,37553.88,18019.11,0.0,138.6,0
