app_id,application_date,applicant_age,annual_income,employment_length_raw,home_ownership,verification_status,loan_amount,term_months,interest_rate,purpose,grade,sub_grade,fico_score_proxy,open_credit_lines,total_credit_lines,revolving_balance,revolving_utilization_raw,delinq_2yrs,months_since_last_delinq,inquiries_last_6mo,public_records,monthly_debt_payments,loan_status
APP205379,04/19/2023,38,66400.0,5 years,Rent,Source Verified,17800.0,36,19.61,home_improvement,E,E2,586.0,9,13.0,592.53,98.5,1,,2,0,411.61,Fully Paid
APP205380,2024-02-08,49,18000.0,2 years,MORTGAGE,Source Verified,12500.0,36,15.5,debt_consolidation,C,C4,663.0,10,14.0,465.66,105.2,2,,0,0,501.07,Current
APP205381,2023-12-02,60,37500.0,7 years,OWN,Not Verified,12500.0,36,14.44,credit_card,C,C1,732.0,13,21.0,261.59,34.3,0,,3,0,377.21,Current
APP205382,2021-04-01,32,37800.0,5 years,MORTGAGE,Not Verified,28100.0,36,9.86,debt_consolidation,B,B3,626.0,17,18.0,6789.67,72.6,0,,2,0,744.03,Fully Paid
APP205383,2023-06-11,35,58700.0,3 years,OWN,Not Verified,24300.0,36,13.61,debt_consolidation,C,C2,653.0,13,16.0,3226.32,96.0%,2,,3,1,812.22,Fully Paid
APP205384,2024-10-26,33,31800.0,4 years, MORTGAGE,Not Verified,24600.0,36,9.83,debt_consolidation,B,B3,694.0,7,10.0,5051.64,39.5,1,,2,0,206.72,Fully Paid
APP205385,2024-01-03,31,71100.0,10+ years,Rent,Source Verified,1000.0,36,9.9,debt_consolidation,B,B4,751.0,4,9.0,4440.76,75.2,0,,2,0,1333.52,Current
APP205386,2022-04-13,42,47000.0,< 1 year, MORTGAGE,Source Verified,25600.0,36,12.68,credit_card,D,D2,655.0,8,11.0,15066.63,60.2,0,,2,0,481.62,Fully Paid
APP205387,05/01/2023,26,28900.0,3 years,OWN,Not Verified,14300.0,36,12.08,credit_card,B,B5,661.0,11,17.0,12868.65,69.3,1,,0,0,52.21,Charged Off
APP205388,2023-08-31,40,70400.0,n/a,RENT,Verified,16900.0,60,8.04,debt_consolidation,A,A2,657.0,9,13.0,16099.82,97.5,0,,1,0,642.98,Fully Paid
APP205389,2022-08-19,69,56300.0,1 year,Mortgage,Source Verified,14300.0,36,17.16,credit_card,C,C5,,7,12.0,1006.0,N/A,0,,2,0,1080.99,Fully Paid
APP205390,2023-06-15,28,28000.0,1 year,RENT,Verified,14300.0,36,21.47,major_purchase,F,F2,626.0,14,18.0,6481.49,N/A,0,,0,0,559.25,Current
APP205391,03/22/2023,34,53200.0,10+ years,Mortgage,Source Verified,31800.0,60,17.21,debt_consolidation,D,D4,699.0,13,17.0,4881.51,67.0,1,2.0,0,0,897.92,Fully Paid
APP205392,2022-08-09,25,,10+ years,mortgage,Not Verified,24100.0,36,8.01,small_business,B,B2,682.0,8,11.0,34732.42,54.5,0,,1,0,833.45,Fully Paid
APP205393,2021-08-30,39,55900.0,10+ years,MORTGAGE,Verified,12800.0,36,24.46,moving,F,F4,646.0,10,14.0,4997.19,59.7%,2,,1,1,1588.63,Charged Off
APP205394,2023-09-23,21,26400.0,1 year,MORTGAGE,Not Verified,8600.0,60,9.48,debt_consolidation,A,A2,716.0,13,15.0,14347.68,30.9,0,,1,0,68.43,Fully Paid
APP205395,2021-02-02,27,93600.0,6 years,Own,Not Verified,19900.0,60,19.5,moving,D,D5,707.0,5,12.0,5396.72,58.9,1,,0,1,1669.12,Current
APP205396,04/29/2024,33,42600.0,< 1 year,MORTGAGE,Source Verified,9300.0,36,14.5,credit_card,D,D2,707.0,18,21.0,12205.91,20.6%,0,,5,0,1072.44,Fully Paid
APP205397,04/16/2021,48,66900.0,3 years,MORTGAGE ,Verified,20600.0,36,12.56,debt_consolidation,C,C4,699.0,7,11.0,12659.74,36.2,0,,1,0,1452.33,Fully Paid
APP205398,11/12/2024,27,41400.0,n/a, OWN,Verified,17500.0,36,14.97,credit_card,C,C1,699.0,8,12.0,3667.94,74.2%,1,,0,0,581.03,Fully Paid
APP205399,09/12/2021,59,62600.0,6 years,RENT,Not Verified,17000.0,60,10.33,credit_card,B,B4,684.0,15,21.0,15321.36,33.6%,0,,0,0,808.95,Current
APP205400,2023-11-05,42,36500.0,1 year,mortgage,Verified,16200.0,36,12.17,small_business,C,C3,693.0,13,18.0,1163.5,71.5%,1,,1,0,770.99,Fully Paid
APP205401,2021-07-04,45,54600.0,4 years,OWN,Not Verified,7000.0,60,16.43,small_business,D,D5,668.0,9,13.0,8047.34,80.6,1,59.0,0,0,880.79,Current
APP205402,06/22/2022,53,72600.0,2 years,MORTGAGE,Verified,7300.0,60,13.9,medical,C,C2,666.0,9,13.0,3989.96,91.1,0,,1,0,644.03,Fully Paid
APP205403,2024-03-12,45,57300.0,4 years,Rent,Source Verified,8400.0,36,19.26,debt_consolidation,D,D4,650.0,10,14.0,14985.5,81.4,0,16.0,0,0,336.41,Fully Paid
APP205404,2022-02-06,48,25000.0,8 years,RENT,Source Verified,8800.0,36,16.61,car,D,D3,639.0,11,14.0,24378.28,56.5%,1,,1,0,643.84,Current
APP205405,05/03/2021,36,56100.0,8 years,Rent,Not Verified,18200.0,36,25.32,credit_card,F,F4,566.0,10,16.0,16720.5,47.1,1,62.0,0,0,444.64,Fully Paid
APP205406,05/19/2021,34,42400.0,1 year,Mortgage,Not Verified,26300.0,36,12.07,car,B,B3,648.0,7,8.0,9443.69,N/A,0,,0,0,355.02,Fully Paid
APP205407,2021-05-17,32,28700.0,4 years,RENT,Not Verified,11200.0,36,5.83,home_improvement,A,A4,662.0,7,11.0,4541.05,77.6,0,,0,0,148.58,Fully Paid
APP205408,2021-05-23,44,41500.0,5 years,rent,Verified,10300.0,60,13.68,car,C,C1,703.0,9,9.0,3215.99,38.8,0,,1,1,1146.48,Fully Paid
APP205409,2024-05-01,45,37600.0,10+ years,RENT,Source Verified,34100.0,60,15.12,medical,B,B5,750.0,9,10.0,2132.5,59.5%,0,,1,1,612.48,Fully Paid
APP205410,2022-03-11,28,30000.0,< 1 year,MORTGAGE ,Verified,14800.0,36,14.94,debt_consolidation,D,D3,634.0,11,14.0,9560.98,54.9,0,51.0,1,0,711.0,Fully Paid
APP205411,08/10/2022,63,73000.0,10+ years,RENT,Not Verified,15700.0,60,12.57,moving,B,B2,715.0,6,10.0,2453.38,46.8,0,,2,0,1405.46,Fully Paid
APP205412,06/18/2022,46,,10+ years,MORTGAGE,Source Verified,1000.0,36,12.86,small_business,C,C2,673.0,11,13.0,2859.54,64.7,0,29.0,4,0,370.83,Charged Off
APP205413,2021-06-13,40,36900.0,5 years,mortgage,Source Verified,22400.0,36,7.76,debt_consolidation,A,A5,760.0,10,12.0,16595.77,N/A,0,,1,0,84.82,Fully Paid
APP205414,10/01/2023,63,69800.0,10+ years,RENT,Not Verified,22300.0,36,13.95,debt_consolidation,C,C2,627.0,11,17.0,18128.34,63.2%,2,,1,0,1269.84,Fully Paid
APP205415,2024-02-27,52,59300.0,4 years,Rent,Source Verified,19700.0,36,19.88,credit_card,E,E4,672.0,12,15.0,11888.41,98.4,2,,0,0,663.91,Fully Paid
APP205416,2023-02-25,27,53500.0,4 years,OWN,Source Verified,23000.0,36,13.52,debt_consolidation,C,C3,681.0,13,20.0,10085.11,53.9,0,,0,0,779.75,Current
APP205417,2021-08-02,47,72100.0,1 year,MORTGAGE ,Not Verified,9700.0,36,12.79,small_business,B,B4,656.0,10,15.0,2782.48,6.6,0,,0,0,484.31,Fully Paid
APP205418,02/07/2024,36,29000.0,4 years,RENT,Source Verified,14100.0,36,11.57,credit_card,C,C3,683.0,9,14.0,13047.69,N/A,0,,1,0,528.09,Fully Paid
APP205419,2024-09-17,43,64500.0,2 years,Mortgage,Source Verified,26000.0,36,12.22,credit_card,C,C1,656.0,10,12.0,7694.92,31.5,1,64.0,2,0,1368.32,Current
APP205420,06/01/2024,29,61900.0,n/a,Mortgage,Source Verified,15300.0,36,11.14,other,B,B4,674.0,9,13.0,9638.45,66.0%,1,20.0,1,0,674.83,Fully Paid
APP205421,2022-06-09,41,45200.0,6 years,RENT,Not Verified,11000.0,36,7.41,debt_consolidation,A,A2,712.0,7,10.0,4015.89,28.7%,0,,0,0,1113.98,Current
APP205422,04/04/2024,25,67500.0,n/a,RENT,Source Verified,6800.0,36,14.42,other,C,C2,702.0,16,17.0,1152.83,43.3,0,,2,0,916.68,Fully Paid
APP205423,2023-03-23,33,31900.0,7 years,Own,Not Verified,4000.0,36,9.67,vacation,B,B2,689.0,6,15.0,29831.05,42.3,0,,0,0,1241.25,Fully Paid
APP205424,2023-12-11,44,30700.0,10+ years,Own,Not Verified,7600.0,60,12.26,car,B,B4,689.0,12,21.0,4185.33,76.0%,0,,3,0,199.81,Current
APP205425,2023-05-19,24,73100.0,10+ years,Rent,Source Verified,24800.0,36,16.1,major_purchase,C,C1,754.0,10,15.0,12539.87,54.1%,0,,0,0,783.59,Fully Paid
APP205426,2024-11-18,27,,3 years,Rent,Verified,22000.0,36,11.06,medical,B,B4,679.0,9,14.0,8493.4,N/A,0,49.0,0,0,405.12,Charged Off
APP205427,10/29/2021,51,83700.0,2 years, RENT,Not Verified,20400.0,36,23.25,debt_consolidation,F,F1,684.0,11,14.0,13634.88,87.6%,1,,3,0,405.92,Fully Paid
APP205428,2024-05-03,37,59000.0,4 years,RENT,Not Verified,11000.0,36,19.35,home_improvement,E,E2,631.0,14,18.0,532.25,84.6%,2,,1,0,1400.45,Fully Paid
APP205429,2024-09-04,21,54000.0,4 years,rent,Verified,10600.0,36,21.46,car,E,E1,677.0,7,12.0,25795.37,27.9,0,,3,0,364.71,Fully Paid
APP205430,2022-10-24,21,31000.0,5 years,OWN,Verified,11900.0,60,15.43,credit_card,C,C5,653.0,9,14.0,834.12,33.6,1,,2,0,477.65,Fully Paid
APP205431,2022-06-11,34,83400.0,n/a,MORTGAGE ,Source Verified,14600.0,36,18.68,credit_card,D,D1,636.0,3,6.0,1122.78,28.6%,0,37.0,1,0,2145.07,Fully Paid
APP205432,2022-12-14,28,30800.0,3 years,MORTGAGE,Verified,29600.0,36,9.55,debt_consolidation,B,B4,645.0,4,12.0,5300.17,58.8,0,,0,1,655.3,Fully Paid
APP205433,2024-09-10,39,62800.0,6 years,MORTGAGE,Not Verified,6100.0,36,9.59,small_business,B,B2,695.0,12,20.0,11039.18,63.9,0,,0,0,1193.6,Fully Paid
APP205434,2022-08-22,42,151200.0,2 years, MORTGAGE,Source Verified,11700.0,36,10.54,medical,B,B1,610.0,12,14.0,448.99,28.7,0,16.0,1,0,2418.31,Fully Paid
APP205435,03/25/2024,36,48800.0,7 years,RENT ,Verified,6600.0,60,18.18,moving,D,D3,657.0,8,12.0,31159.85,104.6,0,,1,1,672.25,Fully Paid
APP205436,2021-04-04,51,22400.0,2 years,OWN,Not Verified,6100.0,36,5.88,debt_consolidation,A,A4,737.0,7,11.0,7887.3,N/A,0,,1,0,212.36,Current
APP205437,2024-02-28,47,104200.0,6 years,MORTGAGE ,Not Verified,22600.0,36,12.86,medical,B,B4,665.0,8,10.0,18937.52,78.2,1,,3,0,3068.46,Fully Paid
APP205438,2022-05-13,39,36200.0,n/a,OWN,Not Verified,7700.0,60,6.87,credit_card,A,A3,706.0,8,11.0,6969.85,87.4,0,,0,0,407.0,Current
APP205439,05/11/2023,43,38100.0,< 1 year,MORTGAGE,Source Verified,8500.0,60,8.97,debt_consolidation,A,A3,664.0,13,15.0,1105.79,54.0%,0,,2,0,280.66,Fully Paid
APP205440,04/29/2024,36,47200.0,n/a,RENT,Verified,18300.0,36,13.59,home_improvement,C,C3,653.0,11,14.0,7646.57,44.3,0,20.0,1,0,678.29,Fully Paid
APP205441,2022-09-11,50,87400.0,10+ years,own,Not Verified,28000.0,36,26.76,vacation,G,G5,564.0,6,9.0,9068.39,108.1,1,,3,1,2196.53,Charged Off
APP205442,2022-04-10,21,18000.0,2 years,own,Not Verified,19700.0,60,9.46,vacation,B,B1,655.0,5,9.0,1734.18,13.7,0,,1,0,110.85,Fully Paid
APP205443,2023-12-31,22,113000.0,6 years,mortgage,Not Verified,4600.0,36,16.15,debt_consolidation,C,C4,640.0,20,25.0,3625.42,38.3,0,,0,0,1115.68,Fully Paid
APP205444,2024-09-13,43,62400.0,9 years,OWN,Not Verified,11500.0,36,15.8,debt_consolidation,C,C3,696.0,8,11.0,11449.64,73.1,1,,1,0,588.16,Current
APP205445,10/23/2023,38,52500.0,10+ years,RENT,Not Verified,18700.0,36,11.14,debt_consolidation,B,B4,718.0,6,11.0,23070.01,0.362,2,,0,1,979.09,Fully Paid
APP205446,2022-06-05,31,49900.0,9 years,RENT,Not Verified,22800.0,36,10.15,home_improvement,A,A1,657.0,10,15.0,11827.26,65.4%,0,,0,0,1177.76,Fully Paid
APP205447,2023-01-02,42,32000.0,n/a, RENT,Source Verified,12800.0,36,8.08,credit_card,A,A3,705.0,16,19.0,3132.07,81.4,0,,1,1,684.96,Fully Paid
APP205448,07/08/2023,29,82700.0,9 years,OWN,Source Verified,34600.0,36,15.62,debt_consolidation,C,C3,718.0,4,7.0,11750.37,0.789,0,,0,0,1565.46,Fully Paid
APP205449,08/07/2022,21,30100.0,10+ years,mortgage,Verified,1000.0,36,11.78,debt_consolidation,B,B4,682.0,13,18.0,447.07,10.7,0,,1,0,503.75,Current
APP205450,2023-10-30,38,59200.0,10+ years, OWN,Source Verified,4500.0,36,16.56,credit_card,D,D4,661.0,11,15.0,16728.86,7.1,0,12.0,1,1,1024.83,Fully Paid
APP205451,05/07/2022,44,40300.0,10+ years,RENT,Source Verified,1900.0,36,16.81,car,C,C4,702.0,9,15.0,2383.48,N/A,0,,0,0,373.7,Fully Paid
APP205452,2024-10-20,53,31300.0,n/a,MORTGAGE,Source Verified,19700.0,60,12.89,credit_card,B,B5,649.0,5,16.0,7737.81,73.5,1,,0,0,637.3,Current
APP205453,03/08/2024,56,49200.0,3 years,mortgage,Verified,14000.0,60,7.29,medical,A,A3,738.0,7,11.0,14917.89,77.2,0,49.0,0,1,541.15,Current
APP205454,08/27/2022,21,54000.0,1 year,rent,Not Verified,11400.0,36,15.92,other,D,D4,682.0,10,15.0,4602.87,0.308,0,55.0,1,0,878.92,Charged Off
APP205455,2024-05-21,43,56000.0,4 years,RENT,Not Verified,21000.0,60,6.61,debt_consolidation,A,A3,683.0,5,8.0,5583.28,,0,,3,0,575.29,Current
APP205456,2024-08-03,59,52900.0,3 years,Rent,Source Verified,17500.0,36,8.92,credit_card,A,A5,691.0,7,11.0,13063.66,38.4,1,,1,0,1575.52,Current
APP205457,10/28/2022,35,33500.0,2 years,MORTGAGE,Verified,21300.0,36,12.1,home_improvement,C,C1,676.0,5,9.0,8316.56,68.5,1,48.0,2,0,499.1,Current
APP205458,2024-11-13,37,69000.0,n/a,RENT,Source Verified,4300.0,60,14.05,debt_consolidation,C,C2,696.0,7,9.0,14218.78,76.1,1,,2,0,1783.07,Current
APP205459,01/19/2024,38,42500.0,4 years,MORTGAGE,Verified,16400.0,60,16.12,debt_consolidation,D,D2,688.0,9,16.0,10792.47,,0,,2,0,1045.04,Fully Paid
APP205460,07/18/2023,37,73000.0,10+ years,RENT ,Verified,16600.0,36,10.17,home_improvement,B,B1,720.0,5,12.0,3626.17,,0,,0,0,643.95,Current
APP205461,2022-08-13,45,51300.0,8 years,Rent,Not Verified,24000.0,60,20.37,credit_card,E,E5,625.0,8,12.0,817.26,34.7,0,44.0,1,1,239.21,Fully Paid
APP205462,2021-08-16,21,35900.0,< 1 year,RENT,Not Verified,3500.0,36,10.17,home_improvement,B,B3,696.0,5,8.0,753.36,16.5%,0,,0,0,420.46,Fully Paid
APP205463,2023-03-10,27,98600.0,3 years,RENT,Source Verified,18500.0,60,17.65,credit_card,D,D4,650.0,6,12.0,7162.21,38.3,0,23.0,2,0,2361.2,Fully Paid
APP205464,12/13/2022,26,39900.0,4 years,RENT,Verified,18300.0,60,11.6,medical,B,B1,721.0,14,16.0,24756.89,20.8%,1,26.0,0,0,1060.35,Fully Paid
APP205465,05/30/2023,53,30500.0,2 years,RENT,Source Verified,16700.0,36,25.3,debt_consolidation,F,F3,645.0,7,10.0,5408.3,0.592,1,34.0,1,0,498.8,Fully Paid
APP205466,2022-01-28,45,63100.0,10+ years,Own,Not Verified,18700.0,36,13.94,debt_consolidation,C,C5,682.0,8,10.0,9131.11,52.6,1,54.0,0,0,546.72,Fully Paid
APP205467,2024-01-29,21,53700.0,7 years,MORTGAGE,Verified,13400.0,36,16.79,major_purchase,C,C5,679.0,9,14.0,3537.55,54.1,0,62.0,0,0,1071.63,Current
APP205468,07/08/2021,41,57700.0,6 years,rent,Not Verified,2000.0,36,11.09,debt_consolidation,C,C3,650.0,4,8.0,7684.04,28.9,1,,0,0,1415.2,Fully Paid
APP205469,2022-03-06,55,34300.0,3 years,Mortgage,Source Verified,3200.0,60,17.77,car,D,D2,662.0,10,15.0,435.82,92.4,3,27.0,3,0,1088.29,Current
APP205470,02/18/2024,44,72700.0,< 1 year,Mortgage,Not Verified,12100.0,36,13.46,home_improvement,C,C2,674.0,8,11.0,21994.63,68.5%,1,,0,1,2000.85,Fully Paid
APP205471,05/28/2023,46,74000.0,7 years,MORTGAGE ,Verified,5600.0,36,13.18,other,B,B4,,7,13.0,3107.42,85.9,1,,0,0,430.06,Current
APP205472,2021-08-11,42,44000.0,1 year,mortgage,Source Verified,6100.0,60,10.75,medical,B,B5,712.0,12,14.0,1919.9,67.0,0,,2,0,1229.3,Fully Paid
APP205473,07/29/2024,54,61400.0,5 years,MORTGAGE,Verified,18600.0,60,6.39,car,A,A1,726.0,6,,586.38,104.8,0,,0,0,869.53,Fully Paid
APP205474,2022-05-15,21,73400.0,9 years,MORTGAGE,Not Verified,19000.0,36,11.67,credit_card,C,C2,719.0,11,13.0,101.27,,0,,0,0,1526.95,Charged Off
APP205475,2024-06-11,39,115200.0,,RENT,Not Verified,9500.0,36,11.82,home_improvement,B,B1,669.0,6,14.0,9382.34,39.1,0,64.0,0,0,2209.28,Fully Paid
APP205476,2024-09-07,26,102700.0,< 1 year,RENT,Source Verified,22600.0,36,11.73,major_purchase,B,B1,700.0,8,17.0,2716.11,51.6,1,,0,0,1830.95,Charged Off
APP205477,04/17/2022,38,66500.0,4 years,RENT,Not Verified,22200.0,60,20.0,debt_consolidation,E,E2,599.0,5,14.0,1883.82,38.1,4,,2,0,1175.9,Fully Paid
APP205478,2021-01-03,47,66000.0,7 years,RENT,Not Verified,1100.0,60,10.35,debt_consolidation,A,A5,705.0,8,12.0,4728.87,82.0,0,,1,0,1421.69,Fully Paid
APP205479,2023-05-29,49,66200.0,10+ years, MORTGAGE,Verified,26400.0,36,6.77,credit_card,A,A1,667.0,13,20.0,20162.54,6.6%,0,,0,0,1195.04,Current
APP205480,01/31/2024,43,75800.0,< 1 year,rent,Not Verified,10400.0,36,21.02,debt_consolidation,E,E5,648.0,10,13.0,676.28,83.1,1,,2,0,1420.68,Fully Paid
APP205481,2021-11-28,33,89500.0,8 years,mortgage,Not Verified,8200.0,36,13.99,home_improvement,C,C1,674.0,5,9.0,14415.11,1.01,1,,0,0,2224.04,Charged Off
APP205482,2023-05-26,60,54700.0,4 years,MORTGAGE,Verified,12600.0,36,16.69,debt_consolidation,D,D1,644.0,12,17.0,7075.37,42.8,2,38.0,2,0,868.09,Fully Paid
APP205483,2022-01-09,49,57500.0,3 years,OWN,Not Verified,16000.0,60,17.22,debt_consolidation,D,D4,694.0,9,11.0,827.39,35.2,0,,1,1,1265.39,Current
APP205484,11/03/2021,41,66200.0,4 years,RENT,Source Verified,10700.0,60,10.96,credit_card,B,B4,705.0,9,12.0,2633.73,19.9,1,,1,0,1655.54,Fully Paid
APP205485,09/07/2022,23,101600.0,7 years,Mortgage,Not Verified,12600.0,36,9.4,home_improvement,A,A4,652.0,8,11.0,12535.07,23.6,0,,2,0,3031.69,Fully Paid
APP205486,2024-09-10,58,,9 years, RENT,Source Verified,19100.0,60,12.97,debt_consolidation,C,C2,623.0,11,15.0,5351.72,99.8%,0,,0,0,811.97,Current
APP205487,2024-06-17,32,287300.0,5 years,MORTGAGE ,Not Verified,27900.0,36,15.92,debt_consolidation,D,D2,646.0,10,14.0,14119.66,23.1,0,,1,0,3125.5,Current
APP205488,08/27/2021,49,56500.0,9 years,Rent,Source Verified,13600.0,60,17.47,debt_consolidation,D,D4,610.0,8,12.0,19067.69,109.0,0,,1,0,494.84,Current
APP205489,2021-03-19,26,91300.0,7 years,MORTGAGE,Verified,9000.0,60,7.32,major_purchase,A,A4,709.0,6,10.0,27957.88,26.1,1,,0,0,1269.55,Fully Paid
APP205490,2024-06-05,36,41100.0,5 years,rent,Not Verified,12800.0,36,11.19,debt_consolidation,B,B5,668.0,9,15.0,1131.89,66.8,0,66.0,0,0,278.42,Fully Paid
APP205491,2024-02-20,52,95000.0,1 year,mortgage,Not Verified,7700.0,60,17.29,credit_card,D,D3,,11,17.0,9945.43,0.613,1,,1,0,1196.31,Fully Paid
APP205492,2023-07-12,43,41200.0,3 years,Rent,Source Verified,18100.0,60,18.86,debt_consolidation,E,E3,610.0,13,16.0,10898.46,55.1%,1,,0,0,1173.67,Fully Paid
APP205493,2024-07-15,33,41500.0,7 years,Rent,Not Verified,20000.0,36,9.79,car,B,B2,693.0,8,12.0,440.3,88.3,0,,1,0,592.77,Charged Off
APP205494,04/02/2023,37,109400.0,3 years,RENT,Source Verified,21400.0,36,22.98,credit_card,F,F4,586.0,9,15.0,1641.93,0.592,0,,1,2,1440.97,Charged Off
APP205495,10/17/2021,40,34500.0,< 1 year,MORTGAGE,Verified,13900.0,60,15.08,credit_card,B,B5,683.0,13,15.0,6541.51,N/A,1,,0,0,459.34,Fully Paid
APP205496,12/01/2021,27,110900.0,5 years,MORTGAGE,Verified,20600.0,60,14.92,credit_card,D,D3,665.0,10,15.0,16726.56,0.155,3,,2,0,1415.31,Current
APP205497,2022-08-29,25,81300.0,10+ years, MORTGAGE,Not Verified,16100.0,60,17.95,credit_card,D,D3,677.0,14,19.0,10497.22,100.4%,1,,2,0,1237.71,Fully Paid
APP205498,2023-04-13,47,47800.0,n/a,Other,Source Verified,22500.0,36,9.25,credit_card,A,A1,739.0,11,13.0,2631.42,92.3,0,,2,0,482.77,Fully Paid
APP205499,2022-01-29,59,41100.0,< 1 year,MORTGAGE,Not Verified,3100.0,60,5.61,car,A,A1,737.0,14,17.0,3442.14,46.9%,1,,1,0,589.42,Current
APP205500,2024-02-19,21,65500.0,6 years, OWN,Verified,15400.0,60,14.17,credit_card,C,C4,646.0,8,11.0,17509.29,0.466,0,,2,0,946.44,Current
APP205501,2024-09-13,59,123100.0,3 years,RENT,Source Verified,17400.0,36,6.76,debt_consolidation,B,B4,680.0,15,17.0,1365.07,N/A,0,,1,0,1276.3,Fully Paid
APP205502,2021-02-07,44,24600.0,7 years,MORTGAGE ,Source Verified,20100.0,36,13.19,other,B,B5,703.0,8,10.0,16598.28,56.5%,0,,0,0,516.91,Current
APP205503,08/15/2022,47,58400.0,2 years,Mortgage,Not Verified,18800.0,36,8.75,home_improvement,A,A5,707.0,9,17.0,28743.89,0.518,0,,1,0,1669.62,Fully Paid
APP205504,2023-05-03,52,65200.0,1 year,MORTGAGE,Source Verified,10700.0,36,19.31,car,D,D3,701.0,8,12.0,57773.56,93.2,1,,0,0,1360.29,Charged Off
APP205505,2021-01-04,26,52400.0,10+ years,MORTGAGE ,Not Verified,4000.0,36,14.25,car,C,C5,639.0,7,11.0,767.82,N/A,0,,2,0,534.85,Fully Paid
APP205506,2022-08-30,35,43700.0,10+ years,MORTGAGE,Source Verified,7500.0,36,19.35,debt_consolidation,D,D2,670.0,11,17.0,1654.71,64.3,0,,0,0,666.17,Fully Paid
APP205507,2023-11-01,33,46400.0,n/a,mortgage,Not Verified,1800.0,36,12.22,home_improvement,B,B4,760.0,14,17.0,16355.65,0.668,2,,0,0,782.61,Fully Paid
APP205508,2022-06-04,32,38000.0,n/a,mortgage,Source Verified,11000.0,36,14.95,major_purchase,D,D1,616.0,9,11.0,2891.88,52.8%,0,,3,0,646.33,Fully Paid
APP205509,2022-06-11,41,72300.0,3 years,OTHER,Not Verified,19000.0,60,15.94,debt_consolidation,D,D3,632.0,16,19.0,116.26,83.2,2,28.0,0,0,1007.03,Fully Paid
APP205510,2023-06-16,53,83900.0,10+ years,OWN,Verified,20800.0,36,17.01,home_improvement,D,D2,640.0,7,12.0,11280.24,32.2,1,,0,0,1650.07,Fully Paid
APP205511,2021-03-10,52,72400.0,10+ years,Mortgage,Source Verified,13400.0,60,9.92,major_purchase,A,A2,673.0,8,8.0,18683.26,54.9,1,,1,0,2307.68,Fully Paid
APP205512,2023-08-23,32,47000.0,1 year,OWN,Source Verified,22800.0,60,17.16,home_improvement,D,D1,,12,15.0,10903.15,44.9,1,,4,0,713.36,Fully Paid
APP205513,2024-07-14,43,40000.0,7 years,other,Verified,7100.0,60,15.04,debt_consolidation,C,C3,683.0,9,15.0,6235.24,N/A,0,,1,0,421.56,Fully Paid
APP205514,2021-03-31,44,47700.0,4 years,own,Not Verified,13400.0,36,20.83,car,E,E3,659.0,6,12.0,11030.41,0.321,3,26.0,5,0,647.01,Current
APP205515,2023-04-01,34,102500.0,3 years,OWN,Verified,4200.0,36,17.23,debt_consolidation,C,C3,671.0,14,19.0,1780.06,87.9%,0,,3,0,2410.8,Fully Paid
APP205516,2024-06-07,50,50200.0,1 year,MORTGAGE,Not Verified,5500.0,36,26.44,home_improvement,F,F5,663.0,9,11.0,1226.84,N/A,1,41.0,2,0,457.92,Fully Paid
APP205517,2022-11-01,44,35300.0,< 1 year,RENT,Source Verified,9700.0,36,11.07,debt_consolidation,B,B5,734.0,6,10.0,1142.4,48.4,0,2.0,1,0,346.56,Fully Paid
APP205518,2024-04-13,45,36200.0,9 years,RENT,Not Verified,19500.0,60,18.17,moving,D,D5,671.0,11,15.0,2859.72,61.3,3,,2,0,710.43,Current
APP205519,2021-11-14,21,51400.0,2 years,RENT,Verified,29700.0,60,6.69,other,A,A3,729.0,8,9.0,15819.61,34.8,1,,1,0,946.97,Current
APP205520,2023-02-11,38,76100.0,4 years,RENT,Verified,19800.0,60,25.36,home_improvement,G,G1,566.0,2,7.0,3979.8,55.2,1,,1,1,1587.51,Fully Paid
APP205521,11/22/2024,37,43300.0,6 years,own,Not Verified,4300.0,36,9.05,credit_card,A,A2,773.0,5,8.0,10058.73,56.7%,0,,2,0,1093.83,Current
APP205522,2021-03-13,38,34500.0,10+ years,rent,Not Verified,4100.0,36,9.33,credit_card,B,B4,683.0,8,12.0,2727.34,34.2%,1,,0,0,106.18,Fully Paid
APP205523,2024-07-11,47,53000.0,7 years,MORTGAGE,Source Verified,18400.0,36,12.77,debt_consolidation,D,D1,624.0,6,9.0,11393.22,0.805,3,,1,0,1222.63,Fully Paid
APP205524,2021-06-13,29,43300.0,3 years,RENT,Verified,12700.0,60,28.09,credit_card,G,G4,573.0,13,18.0,14973.98,105.2,2,,1,1,1119.45,Charged Off
APP205525,2024-02-10,29,48000.0,5 years, MORTGAGE,Verified,15000.0,36,10.62,home_improvement,A,A5,744.0,7,10.0,12145.9,63.5%,0,,0,0,1060.94,Fully Paid
APP205526,10/01/2023,38,45900.0,1 year,rent,Not Verified,33700.0,36,15.03,small_business,C,C4,726.0,8,13.0,1078.2,57.8,0,,3,0,1122.58,Fully Paid
APP205527,2021-12-16,45,62800.0,6 years,MORTGAGE,Not Verified,15700.0,36,12.33,vacation,C,C3,705.0,10,13.0,14263.07,24.7%,1,,2,0,861.14,Fully Paid
APP205528,08/28/2024,32,40500.0,1 year,OWN,Verified,36500.0,36,17.39,other,E,E2,677.0,11,13.0,12658.12,36.2%,1,,2,0,800.74,Fully Paid
