bureau_id,app_id,account_type,account_age_months,credit_limit,current_balance,months_past_due,account_status
BUR008338,APP202580,Credit Card,96,9947.25,9118.25,0,Closed
BUR008339,APP202580,Personal Loan,122,6938.17,5430.69,0,Closed
BUR008340,APP202581,Retail Card,155,15454.6,4339.1,0,Active
BUR008341,APP202581,Retail Card,114,1633.08,1321.65,0,Active
BUR008342,APP202581,Credit Card,73,2287.42,963.03,0,Closed
BUR008343,APP202582,Personal Loan,72,26255.26,1186.75,0,Active
BUR008344,APP202582,Auto Loan,140,773.24,357.13,0,Active
BUR008345,APP202583,Credit Card,62,7272.29,2782.99,0,Closed
BUR008346,APP202584,Mortgage,3,3829.88,1766.98,0,Active
BUR008347,APP202584,Auto Loan,101,9014.22,7596.08,0,Active
BUR008348,APP202584,Personal Loan,168,200.0,95.6,0,Active
BUR008349,APP202584,Retail Card,140,4363.51,435.58,0,Closed
BUR008350,APP202584,Credit Card,38,4751.47,1787.06,0,Active
BUR008351,APP202585,Credit Card,106,2429.02,1881.3,0,Active
BUR008352,APP202585,Retail Card,125,10989.79,4621.46,4,Active
BUR008353,APP202585,Retail Card,10,2251.42,1727.94,0,Active
BUR008354,APP202585,Retail Card,55,725.23,62.49,0,Active
BUR008355,APP202585,Mortgage,121,7493.82,4400.74,10,Active
BUR008356,APP202586,Personal Loan,127,216.94,41.01,0,Active
BUR008357,APP202586,Mortgage,38,19012.03,6107.58,0,Active
BUR008358,APP202586,Credit Card,103,13131.73,2554.44,0,Closed
BUR008359,APP202587,Student Loan,85,5004.0,4323.34,9,Active
BUR008360,APP202587,Retail Card,109,2991.0,244.24,2,Closed
BUR008361,APP202589,Credit Card,67,20549.05,11962.86,0,Active
BUR008362,APP202589,Personal Loan,106,2604.89,1657.96,0,Active
BUR008363,APP202590,Student Loan,60,6304.66,1609.22,0,Active
BUR008364,APP202590,Retail Card,30,22227.59,15247.25,0,Active
BUR008365,APP202590,Retail Card,77,13860.19,1893.25,0,Active
BUR008366,APP202591,Student Loan,88,1431.69,431.71,0,Active
BUR008367,APP202591,Mortgage,110,20119.05,11353.08,0,Closed
BUR008368,APP202591,Mortgage,47,2489.62,879.47,0,Active
BUR008369,APP202591,Personal Loan,12,7522.81,3946.59,0,Active
BUR008370,APP202592,Student Loan,18,10721.28,3894.19,0,Active
BUR008371,APP202592,Student Loan,174,8426.04,4489.5,0,Active
BUR008372,APP202592,Retail Card,171,4092.0,2115.1,0,Active
BUR008373,APP202593,Mortgage,177,1798.72,1348.15,0,Closed
BUR008374,APP202593,Auto Loan,21,1956.77,1083.98,0,Active
BUR008375,APP202593,Retail Card,61,1741.65,1002.36,0,Active
BUR008376,APP202593,Retail Card,6,11902.36,5754.87,0,Active
BUR008377,APP202593,Auto Loan,16,7932.81,4076.69,0,Active
BUR008378,APP202593,Student Loan,92,10334.33,7797.12,0,Active
BUR008379,APP202594,Auto Loan,90,13658.3,8181.95,0,Active
BUR008380,APP202594,Auto Loan,150,529.01,271.59,0,Closed
BUR008381,APP202594,Mortgage,137,21116.44,11030.2,2,Active
BUR008382,APP202594,Retail Card,154,323.56,213.79,0,Active
BUR008383,APP202594,Mortgage,69,3065.1,2077.66,2,Closed
BUR008384,APP202595,Auto Loan,76,14220.99,6909.87,0,Active
BUR008385,APP202595,Student Loan,15,687.79,565.0,0,Active
BUR008386,APP202595,Student Loan,85,7563.79,3103.3,11,Active
BUR008387,APP202596,Student Loan,109,25399.92,10800.6,0,Active
BUR008388,APP202596,Auto Loan,29,2926.91,1402.57,0,Active
BUR008389,APP202597,Personal Loan,1,200.0,60.49,1,Closed
BUR008390,APP202598,Mortgage,134,16033.88,9981.69,0,Active
BUR008391,APP202598,Credit Card,80,1026.18,184.85,0,Active
BUR008392,APP202599,Student Loan,144,3279.07,1406.04,0,Active
BUR008393,APP202600,Credit Card,40,3532.54,2140.84,0,Closed
BUR008394,APP202600,Personal Loan,167,18708.23,7118.99,0,Active
BUR008395,APP202601,Auto Loan,73,286.22,310.23,0,Active
BUR008396,APP202601,Mortgage,158,510.4,305.14,0,Active
BUR008397,APP202601,Mortgage,71,8127.15,704.81,1,Closed
BUR008398,APP202602,Mortgage,99,4077.62,2232.25,0,Active
BUR008399,APP202602,Student Loan,64,5801.62,3217.32,0,Active
BUR008400,APP202602,Mortgage,170,200.0,88.86,0,Closed
BUR008401,APP202603,Mortgage,25,200.0,121.59,0,Active
BUR008402,APP202603,Retail Card,176,6958.46,1124.86,0,Active
BUR008403,APP202603,Auto Loan,72,2939.53,427.27,4,Active
BUR008404,APP202604,Credit Card,40,32450.75,13278.06,0,Closed
BUR008405,APP202604,Personal Loan,129,22022.15,4720.63,0,Closed
BUR008406,APP202604,Student Loan,25,8740.38,4007.37,0,Closed
BUR008407,APP202605,Auto Loan,42,10512.44,2509.81,0,Closed
BUR008408,APP202605,Student Loan,96,1594.75,1220.53,0,Active
BUR008409,APP202605,Personal Loan,101,14662.11,7260.94,0,Closed
BUR008410,APP202605,Mortgage,57,845.43,233.85,1,Active
BUR008411,APP202606,Auto Loan,136,9313.07,2917.48,0,Active
BUR008412,APP202607,Auto Loan,100,5952.81,328.76,0,Active
BUR008413,APP202608,Retail Card,64,4853.83,2498.52,0,Active
BUR008414,APP202609,Mortgage,114,6211.92,4363.93,0,Active
BUR008415,APP202609,Retail Card,35,6506.44,4967.22,0,Active
BUR008416,APP202610,Auto Loan,159,4067.72,3046.71,0,Active
BUR008417,APP202610,Student Loan,80,18522.27,14082.97,0,Closed
BUR008418,APP202610,Student Loan,178,14980.25,5662.4,0,Active
BUR008419,APP202610,Student Loan,148,2226.44,1105.4,1,Closed
BUR008420,APP202610,Mortgage,167,5935.09,1794.73,0,Closed
BUR008421,APP202610,Mortgage,7,1676.2,961.15,0,Active
BUR008422,APP202610,Mortgage,141,8427.52,3323.67,0,Active
BUR008423,APP202611,Student Loan,54,7774.92,4409.18,0,Active
BUR008424,APP202611,Retail Card,117,405.51,96.03,0,Active
BUR008425,APP202611,Student Loan,31,2082.79,863.34,0,Active
BUR008426,APP202612,Credit Card,105,5106.53,2389.01,0,Closed
BUR008427,APP202612,Auto Loan,48,8381.71,4428.92,0,Active
BUR008428,APP202613,Credit Card,147,1514.31,515.62,0,Closed
BUR008429,APP202613,Retail Card,90,6629.71,4062.68,0,Active
BUR008430,APP202613,Student Loan,135,2090.84,1040.67,0,Active
BUR008431,APP202613,Retail Card,96,6617.49,3477.98,0,Closed
BUR008432,APP202614,Retail Card,2,9360.32,7521.5,0,Active
BUR008433,APP202614,Credit Card,128,4508.78,524.22,0,Active
BUR008434,APP202614,Retail Card,3,269.73,167.84,0,Active
BUR008435,APP202614,Credit Card,176,14044.31,2391.92,0,Active
BUR008436,APP202615,Credit Card,18,25007.57,11290.13,0,Active
BUR008437,APP202615,Credit Card,94,16225.08,2970.12,0,Active
BUR008438,APP202616,Auto Loan,52,4086.19,2333.3,0,Active
BUR008439,APP202616,Student Loan,147,10700.6,6668.12,0,Active
BUR008440,APP202617,Mortgage,5,4741.93,1321.54,0,Closed
BUR008441,APP202617,Personal Loan,70,4653.33,2051.18,0,Active
BUR008442,APP202617,Student Loan,41,1812.37,200.54,8,Active
BUR008443,APP202617,Student Loan,123,700.27,324.72,0,Active
BUR008444,APP202618,Auto Loan,19,563.48,241.94,2,Active
BUR008445,APP202618,Auto Loan,108,25180.27,24419.49,0,Active
BUR008446,APP202619,Retail Card,62,6330.22,2151.22,0,Active
BUR008447,APP202619,Credit Card,10,3133.78,2201.76,3,Active
BUR008448,APP202619,Retail Card,80,17570.17,3144.38,0,Active
BUR008449,APP202620,Student Loan,24,15708.84,1376.88,0,Active
BUR008450,APP202620,Student Loan,11,2155.73,1971.13,0,Active
BUR008451,APP202620,Retail Card,101,2642.02,740.1,0,Active
BUR008452,APP202620,Student Loan,158,10684.94,7724.82,6,Active
BUR008453,APP202621,Mortgage,152,12214.67,2980.99,1,Active
BUR008454,APP202621,Retail Card,150,2287.1,400.38,0,Active
BUR008455,APP202621,Retail Card,107,12756.45,3398.08,0,Active
BUR008456,APP202622,Auto Loan,99,288.76,106.12,0,Active
BUR008457,APP202622,Student Loan,40,18528.49,12117.31,0,Active
BUR008458,APP202623,Personal Loan,164,6449.8,3664.1,0,Closed
BUR008459,APP202623,Retail Card,124,11647.73,5204.69,0,Closed
BUR008460,APP202623,Auto Loan,82,459.63,422.16,0,Active
BUR008461,APP202624,Auto Loan,81,2642.99,728.46,0,Active
BUR008462,APP202624,Retail Card,31,12621.46,7665.66,1,Active
BUR008463,APP202625,Personal Loan,9,7133.53,3892.56,2,Closed
BUR008464,APP202625,Personal Loan,81,3640.59,1113.38,0,Closed
BUR008465,APP202625,Mortgage,32,13720.4,11070.6,0,Active
BUR008466,APP202626,Student Loan,28,20728.21,7251.13,0,Closed
BUR008467,APP202626,Personal Loan,160,17465.83,5062.29,2,Active
BUR008468,APP202626,Credit Card,109,9115.96,5130.6,2,Active
BUR008469,APP202627,Personal Loan,65,12868.04,8866.64,0,Active
BUR008470,APP202627,Auto Loan,33,1597.27,1616.38,0,Active
BUR008471,APP202627,Student Loan,39,8013.03,6389.12,0,Closed
BUR008472,APP202628,Mortgage,125,20620.49,9222.78,0,Active
BUR008473,APP202628,Mortgage,106,23500.55,5799.62,0,Closed
BUR008474,APP202629,Personal Loan,159,12718.92,4440.14,0,Active
BUR008475,APP202629,Mortgage,141,19251.49,4592.26,0,Active
BUR008476,APP202629,Credit Card,103,7659.06,2453.04,2,Active
BUR008477,APP202629,Student Loan,12,12307.71,6634.46,0,Closed
BUR008478,APP202629,Student Loan,31,5053.51,341.01,0,Closed
BUR008479,APP202629,Retail Card,8,19301.9,8284.35,0,Active
BUR008480,APP202629,Credit Card,125,10919.7,7652.07,0,Active
BUR008481,APP202629,Student Loan,85,200.0,83.28,1,Active
BUR008482,APP202629,Personal Loan,121,200.0,118.8,0,Active
BUR008483,APP202630,Credit Card,144,6043.64,2412.89,0,Closed
BUR008484,APP202631,Mortgage,77,20438.91,8762.32,0,Active
BUR008485,APP202631,Student Loan,56,31857.71,5871.55,0,Active
BUR008486,APP202631,Auto Loan,112,18081.72,12703.69,0,Closed
BUR008487,APP202631,Auto Loan,164,2215.55,531.81,1,Active
BUR008488,APP202631,Personal Loan,165,4582.0,3346.14,0,Active
BUR008489,APP202631,Personal Loan,14,224.9,151.12,0,Active
BUR008490,APP202631,Personal Loan,130,1281.06,854.06,0,Active
BUR008491,APP202631,Credit Card,22,2516.02,805.58,0,Closed
BUR008492,APP202632,Mortgage,55,2370.09,340.81,0,Closed
BUR008493,APP202633,Student Loan,60,1517.96,586.69,0,Active
BUR008494,APP202633,Personal Loan,144,1498.73,689.97,1,Active
BUR008495,APP202634,Personal Loan,7,7126.12,3619.89,0,Closed
BUR008496,APP202634,Credit Card,9,4266.26,231.9,0,Active
BUR008497,APP202634,Credit Card,111,19990.43,3128.58,0,Active
BUR008498,APP202634,Personal Loan,131,1129.7,467.15,0,Active
BUR008499,APP202634,Student Loan,113,2345.32,1775.42,3,Active
BUR008500,APP202635,Personal Loan,30,5464.91,1838.4,0,Closed
BUR008501,APP202635,Mortgage,148,1054.5,496.23,0,Active
BUR008502,APP202635,Mortgage,22,8339.9,802.86,0,Active
BUR008503,APP202635,Student Loan,74,2358.6,1747.77,1,Closed
BUR008504,APP202635,Personal Loan,173,2717.18,2478.47,1,Active
BUR008505,APP202636,Student Loan,82,8205.35,4654.68,1,Active
BUR008506,APP202636,Mortgage,29,1695.17,852.98,0,Closed
BUR008507,APP202636,Student Loan,165,5728.81,4133.41,0,Active
BUR008508,APP202636,Retail Card,16,859.04,273.75,0,Active
BUR008509,APP202636,Credit Card,133,1096.66,781.61,0,Closed
BUR008510,APP202636,Credit Card,29,778.72,206.99,0,Active
BUR008511,APP202636,Personal Loan,18,6054.78,1182.09,0,Closed
BUR008512,APP202637,Mortgage,52,3500.48,1609.63,0,Active
BUR008513,APP202637,Credit Card,129,9298.38,3047.78,0,Active
BUR008514,APP202637,Auto Loan,21,5158.04,2170.77,0,Closed
BUR008515,APP202638,Auto Loan,138,8596.13,1233.42,0,Closed
BUR008516,APP202638,Student Loan,144,34666.39,20648.08,10,Active
BUR008517,APP202639,Personal Loan,89,3307.95,1244.89,0,Active
BUR008518,APP202639,Mortgage,96,10260.42,3887.49,0,Active
BUR008519,APP202639,Personal Loan,129,4754.46,2577.26,0,Active
BUR008520,APP202639,Mortgage,118,520.22,221.34,0,Active
BUR008521,APP202639,Retail Card,172,9705.56,5077.94,7,Active
BUR008522,APP202639,Retail Card,141,1363.32,890.41,0,Closed
BUR008523,APP202640,Auto Loan,45,1304.85,367.91,0,Active
BUR008524,APP202641,Student Loan,120,200.0,102.72,6,Active
BUR008525,APP202641,Student Loan,20,6975.11,2073.11,2,Active
BUR008526,APP202641,Retail Card,25,395.54,237.61,0,Closed
BUR008527,APP202641,Retail Card,166,5815.47,990.74,0,Active
BUR008528,APP202642,Credit Card,174,16530.38,4538.09,0,Active
BUR008529,APP202642,Mortgage,42,8277.57,7943.24,0,Active
BUR008530,APP202643,Retail Card,29,370.38,89.92,0,Active
BUR008531,APP202643,Personal Loan,80,13302.81,3427.46,0,Active
BUR008532,APP202644,Credit Card,177,6798.63,2613.51,0,Active
BUR008533,APP202644,Auto Loan,148,6811.29,6193.99,0,Active
BUR008534,APP202645,Personal Loan,127,9337.74,4034.59,4,Active
BUR008535,APP202645,Personal Loan,127,558.47,37.74,0,Closed
BUR008536,APP202646,Student Loan,46,17690.28,5564.03,0,Active
BUR008537,APP202646,Retail Card,124,17118.19,14159.28,0,Active
BUR008538,APP202646,Credit Card,120,21784.36,1976.57,0,Closed
BUR008539,APP202646,Retail Card,154,11962.94,787.42,0,Active
BUR008540,APP202646,Student Loan,128,4728.81,4006.84,0,Closed
BUR008541,APP202646,Mortgage,144,4276.01,1724.3,0,Active
BUR008542,APP202646,Student Loan,63,11379.14,4292.34,0,Active
BUR008543,APP202646,Auto Loan,25,20845.85,8756.35,0,Active
BUR008544,APP202647,Student Loan,33,14193.49,4687.85,0,Active
BUR008545,APP202647,Personal Loan,26,12570.03,4720.13,0,Closed
BUR008546,APP202647,Auto Loan,146,1444.23,846.31,0,Closed
BUR008547,APP202647,Retail Card,29,706.99,214.62,0,Active
BUR008548,APP202648,Personal Loan,11,1963.54,482.7,0,Active
BUR008549,APP202648,Auto Loan,8,1629.99,1212.04,0,Active
BUR008550,APP202648,Personal Loan,175,1856.13,1364.8,0,Active
BUR008551,APP202648,Personal Loan,98,20516.15,9201.28,0,Active
BUR008552,APP202649,Mortgage,32,3841.16,2099.28,0,Active
BUR008553,APP202650,Mortgage,81,6090.11,2666.43,0,Active
BUR008554,APP202650,Auto Loan,28,1603.13,511.01,0,Closed
BUR008555,APP202651,Student Loan,149,3012.51,1055.46,0,Active
BUR008556,APP202652,Student Loan,179,200.0,48.1,0,Active
BUR008557,APP202652,Personal Loan,126,1271.91,394.66,0,Closed
BUR008558,APP202652,Mortgage,74,1148.47,450.31,0,Active
BUR008559,APP202652,Retail Card,56,41803.35,21458.9,0,Active
BUR008560,APP202653,Auto Loan,16,3098.34,310.3,0,Closed
BUR008561,APP202653,Mortgage,105,7438.92,3094.41,0,Active
BUR008562,APP202653,Retail Card,148,7359.38,3045.43,0,Active
BUR008563,APP202654,Retail Card,90,2392.07,689.64,0,Active
BUR008564,APP202655,Mortgage,84,5146.46,4890.74,0,Active
BUR008565,APP202655,Student Loan,117,3590.34,1425.52,7,Active
BUR008566,APP202655,Mortgage,158,3331.25,1933.92,0,Closed
BUR008567,APP202655,Student Loan,75,10307.4,935.69,0,Active
BUR008568,APP202655,Student Loan,167,19979.04,5327.53,0,Closed
BUR008569,APP202655,Credit Card,119,3250.82,1194.57,0,Active
BUR008570,APP202656,Mortgage,9,25959.18,4349.98,2,Active
BUR008571,APP202656,Retail Card,41,8266.36,1582.74,0,Closed
BUR008572,APP202656,Mortgage,139,12284.16,6409.25,0,Active
BUR008573,APP202656,Credit Card,172,3241.87,877.28,0,Active
BUR008574,APP202656,Student Loan,103,5751.74,3779.74,0,Closed
BUR008575,APP202656,Retail Card,118,3189.63,862.52,0,Active
BUR008576,APP202656,Auto Loan,17,20000.91,11654.05,0,Active
BUR008577,APP202656,Retail Card,103,8233.42,7812.51,0,Active
BUR008578,APP202657,Retail Card,151,14238.04,5143.76,0,Active
BUR008579,APP202657,Credit Card,145,628.19,249.98,4,Closed
BUR008580,APP202657,Student Loan,24,21830.26,11137.48,1,Active
BUR008581,APP202657,Retail Card,87,2476.16,346.57,0,Active
BUR008582,APP202657,Credit Card,158,7083.52,4983.91,0,Active
BUR008583,APP202658,Mortgage,173,17482.55,13033.81,9,Active
BUR008584,APP202658,Retail Card,159,10173.2,5227.27,0,Active
BUR008585,APP202659,Student Loan,41,9107.57,4730.16,0,Active
BUR008586,APP202659,Mortgage,53,12379.46,3785.7,0,Active
BUR008587,APP202659,Credit Card,38,7284.97,4355.23,1,Closed
BUR008588,APP202659,Credit Card,86,7448.33,2449.19,0,Active
BUR008589,APP202660,Retail Card,118,11007.3,10451.3,0,Active
BUR008590,APP202660,Personal Loan,105,2519.31,1572.6,0,Active
BUR008591,APP202660,Credit Card,149,1572.45,1312.27,0,Active
BUR008592,APP202661,Credit Card,29,921.26,235.56,0,Active
BUR008593,APP202661,Personal Loan,35,730.5,341.37,0,Active
BUR008594,APP202662,Student Loan,149,1284.52,189.55,0,Active
BUR008595,APP202662,Student Loan,30,5825.48,4331.86,1,Active
BUR008596,APP202662,Personal Loan,72,14286.39,10251.79,0,Closed
BUR008597,APP202662,Student Loan,168,10755.06,2233.33,0,Closed
BUR008598,APP202663,Auto Loan,130,6583.55,3573.04,10,Active
BUR008599,APP202663,Auto Loan,51,2042.43,1403.03,0,Closed
BUR008600,APP202663,Retail Card,119,10888.14,1156.73,0,Closed
BUR008601,APP202663,Retail Card,95,9031.69,4549.73,0,Active
BUR008602,APP202663,Personal Loan,82,836.54,263.45,0,Active
BUR008603,APP202663,Retail Card,144,10369.91,2822.59,0,Active
BUR008604,APP202663,Retail Card,157,3714.6,850.82,0,Active
BUR008605,APP202664,Personal Loan,154,6369.95,3923.73,5,Active
BUR008606,APP202664,Mortgage,24,1677.54,720.04,0,Closed
BUR008607,APP202664,Auto Loan,143,11291.86,6315.87,0,Active
BUR008608,APP202664,Student Loan,77,1263.56,650.11,0,Closed
BUR008609,APP202664,Student Loan,59,4024.75,1714.72,0,Active
BUR008610,APP202665,Retail Card,57,6512.83,2954.74,0,Active
BUR008611,APP202665,Personal Loan,67,200.0,59.76,2,Active
BUR008612,APP202665,Personal Loan,44,893.41,401.62,0,Active
BUR008613,APP202667,Personal Loan,173,17598.28,6611.96,1,Active
BUR008614,APP202667,Mortgage,154,20696.34,4858.51,0,Active
BUR008615,APP202667,Personal Loan,9,6235.38,472.05,0,Active
BUR008616,APP202668,Retail Card,116,2104.82,306.76,0,Active
BUR008617,APP202668,Mortgage,38,5119.64,2135.92,9,Active
BUR008618,APP202668,Mortgage,65,7207.42,4996.73,0,Active
BUR008619,APP202669,Student Loan,170,2710.84,1055.56,0,Active
BUR008620,APP202670,Mortgage,56,3831.02,566.68,0,Active
BUR008621,APP202671,Retail Card,103,565.18,313.65,0,Active
BUR008622,APP202671,Credit Card,102,10785.09,4509.71,0,Active
BUR008623,APP202671,Credit Card,146,9118.74,3289.12,0,Active
BUR008624,APP202671,Credit Card,84,7409.35,2802.04,0,Active
BUR008625,APP202671,Student Loan,35,3446.83,1595.83,0,Active
BUR008626,APP202672,Retail Card,9,5904.18,5083.14,5,Closed
BUR008627,APP202672,Retail Card,137,12393.1,2191.72,0,Active
BUR008628,APP202672,Retail Card,95,10541.22,3743.56,0,Active
BUR008629,APP202672,Auto Loan,1,9075.15,3501.54,11,Active
BUR008630,APP202673,Student Loan,96,1791.63,1011.93,4,Active
BUR008631,APP202674,Personal Loan,72,483.07,168.91,0,Active
BUR008632,APP202674,Retail Card,176,17470.95,6088.9,2,Closed
BUR008633,APP202674,Auto Loan,75,4176.69,3054.72,0,Active
BUR008634,APP202674,Auto Loan,135,27194.67,2281.16,0,Active
BUR008635,APP202674,Personal Loan,66,3817.58,2071.33,0,Closed
BUR008636,APP202675,Mortgage,84,3909.89,1683.93,0,Closed
BUR008637,APP202675,Mortgage,8,16988.08,11469.45,0,Active
BUR008638,APP202675,Personal Loan,56,3884.45,1275.28,0,Active
BUR008639,APP202676,Retail Card,46,4176.77,2450.25,0,Closed
BUR008640,APP202676,Retail Card,149,2137.85,289.39,0,Active
BUR008641,APP202676,Credit Card,146,4214.22,707.87,0,Active
BUR008642,APP202676,Mortgage,137,343.18,47.06,0,Active
BUR008643,APP202676,Auto Loan,53,3467.15,294.65,0,Active
BUR008644,APP202676,Student Loan,45,10562.41,1235.52,0,Active
BUR008645,APP202677,Mortgage,42,2402.7,346.88,0,Active
BUR008646,APP202677,Student Loan,117,3005.06,1310.29,4,Active
BUR008647,APP202677,Credit Card,92,17717.73,3313.05,0,Active
BUR008648,APP202677,Credit Card,75,22095.96,5062.89,0,Active
BUR008649,APP202677,Credit Card,45,22986.13,7439.04,7,Active
BUR008650,APP202678,Retail Card,92,6954.63,784.63,0,Active
BUR008651,APP202678,Personal Loan,70,6037.48,1825.46,0,Active
BUR008652,APP202678,Personal Loan,81,13837.12,3279.77,0,Closed
BUR008653,APP202678,Mortgage,141,200.0,60.24,0,Closed
BUR008654,APP202679,Mortgage,11,4244.11,2255.93,0,Closed
BUR008655,APP202679,Credit Card,176,10420.72,2221.5,0,Active
BUR008656,APP202680,Retail Card,105,60000.0,30635.92,0,Active
BUR008657,APP202680,Personal Loan,21,5112.39,2373.25,0,Active
BUR008658,APP202680,Personal Loan,149,1337.21,338.92,0,Active
BUR008659,APP202680,Student Loan,30,2716.56,1690.75,0,Active
BUR008660,APP202681,Auto Loan,43,405.66,214.79,0,Active
BUR008661,APP202682,Mortgage,10,22305.6,17778.25,0,Active
BUR008662,APP202682,Auto Loan,120,1244.35,905.42,0,Closed
BUR008663,APP202682,Student Loan,54,17137.79,6027.45,2,Active
BUR008664,APP202683,Personal Loan,109,2809.97,1862.11,0,Active
BUR008665,APP202683,Mortgage,35,3474.38,2725.19,4,Active
BUR008666,APP202683,Personal Loan,80,23133.15,11649.78,0,Active
BUR008667,APP202683,Credit Card,75,11532.05,4116.0,0,Active
BUR008668,APP202684,Retail Card,5,883.82,491.33,0,Closed
BUR008669,APP202684,Credit Card,61,17725.0,8832.21,0,Closed
BUR008670,APP202684,Auto Loan,26,11058.5,5267.48,0,Active
BUR008671,APP202685,Student Loan,33,14542.05,5499.57,0,Closed
BUR008672,APP202685,Mortgage,148,5247.55,3865.37,0,Active
BUR008673,APP202686,Personal Loan,124,8364.61,5253.38,0,Closed
BUR008674,APP202686,Mortgage,62,9722.0,6966.14,0,Active
BUR008675,APP202686,Personal Loan,176,5013.59,820.38,6,Active
BUR008676,APP202687,Mortgage,123,14638.9,8484.99,0,Active
BUR008677,APP202687,Retail Card,62,972.16,836.35,7,Closed
BUR008678,APP202688,Credit Card,161,14125.72,10696.46,0,Closed
BUR008679,APP202688,Retail Card,53,19411.5,16825.13,0,Active
BUR008680,APP202688,Auto Loan,176,885.75,582.66,0,Active
BUR008681,APP202688,Auto Loan,142,6191.68,1071.88,0,Active
BUR008682,APP202688,Personal Loan,168,585.69,408.93,0,Active
BUR008683,APP202689,Retail Card,175,20263.11,9994.4,0,Closed
BUR008684,APP202689,Credit Card,111,8188.03,5972.03,0,Closed
BUR008685,APP202689,Student Loan,35,7306.61,3825.35,0,Closed
BUR008686,APP202690,Credit Card,88,2139.37,596.88,0,Active
BUR008687,APP202690,Student Loan,15,29625.1,3354.7,0,Closed
BUR008688,APP202690,Auto Loan,138,200.0,166.63,0,Closed
BUR008689,APP202690,Auto Loan,153,13421.31,4323.35,0,Closed
BUR008690,APP202691,Personal Loan,101,6607.71,3990.61,0,Closed
BUR008691,APP202691,Auto Loan,30,1600.95,511.2,0,Active
BUR008692,APP202691,Credit Card,106,4984.09,948.16,0,Active
BUR008693,APP202691,Auto Loan,177,2694.85,986.93,0,Active
BUR008694,APP202692,Student Loan,55,12770.4,7714.91,0,Active
BUR008695,APP202692,Student Loan,77,3463.2,2480.49,0,Active
BUR008696,APP202692,Auto Loan,9,13565.06,8558.87,0,Active
BUR008697,APP202693,Retail Card,121,13626.17,5428.21,1,Active
BUR008698,APP202693,Personal Loan,68,16430.05,14770.09,0,Active
BUR008699,APP202693,Personal Loan,84,7858.61,2636.15,0,Active
BUR008700,APP202693,Student Loan,116,7081.0,3092.36,0,Active
BUR008701,APP202693,Student Loan,176,869.36,433.4,0,Active
BUR008702,APP202694,Mortgage,42,1762.15,277.03,0,Active
BUR008703,APP202695,Mortgage,120,3175.61,414.58,0,Active
BUR008704,APP202695,Student Loan,113,11021.23,8242.74,0,Active
BUR008705,APP202695,Student Loan,38,2227.24,109.18,0,Closed
BUR008706,APP202697,Personal Loan,112,3716.35,1925.03,0,Active
BUR008707,APP202697,Credit Card,2,3903.81,1533.11,0,Active
BUR008708,APP202697,Retail Card,118,2749.9,1505.69,0,Active
BUR008709,APP202697,Mortgage,144,23986.37,5250.13,0,Active
BUR008710,APP202697,Mortgage,74,1822.07,810.69,0,Active
BUR008711,APP202698,Personal Loan,139,7153.02,1312.01,0,Active
BUR008712,APP202698,Retail Card,138,4751.89,2530.05,0,Active
BUR008713,APP202698,Mortgage,178,1641.6,1031.47,0,Closed
BUR008714,APP202698,Credit Card,163,10781.34,2666.38,0,Active
BUR008715,APP202699,Retail Card,143,642.42,156.62,1,Closed
BUR008716,APP202699,Personal Loan,58,5353.41,1149.69,0,Closed
BUR008717,APP202700,Mortgage,128,1287.77,850.78,0,Closed
BUR008718,APP202700,Student Loan,112,1596.11,1178.62,0,Active
BUR008719,APP202700,Student Loan,164,503.87,82.58,0,Closed
BUR008720,APP202701,Student Loan,130,15592.74,5750.92,0,Active
BUR008721,APP202701,Personal Loan,24,417.31,367.79,0,Closed
BUR008722,APP202702,Student Loan,151,4356.46,1802.52,0,Closed
BUR008723,APP202702,Mortgage,12,35139.88,14623.54,0,Closed
BUR008724,APP202702,Auto Loan,169,4916.23,966.5,0,Active
BUR008725,APP202702,Personal Loan,89,5387.3,3398.17,0,Closed
BUR008726,APP202703,Auto Loan,19,23444.3,2413.76,0,Closed
BUR008727,APP202703,Retail Card,123,29271.97,29110.47,0,Closed
BUR008728,APP202703,Student Loan,45,3878.83,2597.25,0,Active
BUR008729,APP202703,Student Loan,22,15542.46,5223.22,0,Active
BUR008730,APP202704,Personal Loan,21,3079.55,1230.84,0,Active
BUR008731,APP202704,Credit Card,96,9599.84,1352.8,0,Active
BUR008732,APP202704,Student Loan,60,10981.66,3290.37,2,Active
BUR008733,APP202705,Retail Card,164,11410.37,258.77,0,Active
BUR008734,APP202706,Student Loan,95,10227.04,4086.62,0,Closed
BUR008735,APP202706,Auto Loan,159,4853.73,2256.92,0,Active
BUR008736,APP202706,Mortgage,59,5552.57,1814.98,0,Active
BUR008737,APP202707,Auto Loan,105,1540.2,1041.29,0,Active
BUR008738,APP202707,Retail Card,19,10547.7,4549.1,0,Closed
BUR008739,APP202708,Student Loan,4,1762.33,274.81,0,Active
BUR008740,APP202708,Retail Card,133,1476.02,1314.63,0,Active
BUR008741,APP202709,Auto Loan,82,8313.95,6201.1,0,Active
BUR008742,APP202709,Personal Loan,81,6953.92,3926.44,0,Active
BUR008743,APP202709,Auto Loan,101,10156.59,5980.99,0,Active
BUR008744,APP202709,Auto Loan,53,15758.59,16014.85,0,Active
BUR008745,APP202709,Personal Loan,32,13237.02,10375.91,10,Active
